t, x, y
0, 200.5, 199.5
10, 200.70786516853929, 198.91011235955048
20, 201.15776081424943, 199.18829516539432
30, 200.98608349900596, 199.04771371769382
40, 201.1091269841269, 198.7817460317458
50, 201.50497017892656, 198.65606361829032
60, 201.382470119522, 198.71115537848607
70, 201.28031809145145, 198.87276341948308
80, 201.2654690618763, 199.30339321357266
90, 201.02999999999994, 200.11
100, 201.00396825396828, 200.47420634920644
110, 201.05799999999974, 200.73600000000005
120, 201.24399999999983, 201.42599999999996
130, 201.0239999999999, 201.64999999999998
140, 200.90239043824715, 201.78685258964126
150, 200.97400000000005, 201.87599999999986
160, 201.01600000000002, 202.01999999999998
170, 201.27655310621265, 202.25651302605212
180, 201.76152304609218, 202.44689378757505
190, 201.80360721442867, 202.68136272545098
200, 201.8742514970059, 202.75049900199582
210, 202.23493975903628, 202.9477911646586
220, 202.45891783567117, 203.10821643286553
230, 202.71743486973944, 203.23446893787587
240, 203.06972111553785, 203.7211155378486
250, 203.17799999999986, 204.116
260, 203.52104208416839, 204.44889779559108
270, 203.66533066132254, 204.54909819639272
280, 203.47094188376758, 204.9919839679357
290, 203.45400000000012, 205.17800000000003
300, 203.3935742971885, 205.83333333333323
310, 203.64600000000016, 206.31800000000013
320, 203.60079840319358, 206.80439121756478
330, 203.46693386773555, 207.2184368737474
340, 203.74549098196377, 207.84969939879755
350, 203.61523046092205, 208.30861723446895
360, 203.4520000000001, 208.35200000000003
370, 203.1903807615228, 208.943887775551
380, 202.56513026052104, 209.80961923847696
390, 201.74949899799608, 210.75150300601194
400, 200.94422310756968, 211.75099601593624
410, 200.4660000000002, 212.4240000000001
420, 199.86427145708564, 213.6626746506985
430, 199.18725099601582, 214.38047808764915
440, 198.7060000000002, 215.3959999999999
450, 198.10399999999998, 216.07399999999998
460, 197.2599999999999, 216.6900000000001
470, 196.50299401197606, 217.3752495009979
480, 195.9420000000001, 218.06399999999996
490, 194.9799599198397, 218.4228456913827
500, 194.48800000000006, 218.86199999999994
510, 194.1442885771542, 219.09018036072138
