t, x, y
0, 200, 199.5
10, 200.22307692307686, 197.776923076923
20, 200.5838779956429, 197.70370370370367
30, 200.50398406374484, 197.8087649402391
40, 200.72144288577152, 197.83166332665326
50, 201.20359281437123, 198.05988023952102
60, 201.86199999999988, 198.28599999999983
70, 202.3093812375248, 198.26347305389223
80, 202.5871743486975, 197.84368737474935
90, 202.31337325349313, 197.6207584830341
100, 201.88645418326703, 197.55577689243054
110, 201.32135728542917, 197.49500998004004
120, 200.84599999999995, 197.12800000000016
130, 200.64400000000023, 196.8439999999998
140, 200.62, 196.6799999999999
150, 200.2765531062125, 196.74949899799603
160, 200.40480961923868, 196.72344689378738
170, 200.0721442885771, 196.69138276553107
180, 200.04609218436877, 196.7474949899801
190, 200.12399999999982, 196.4499999999999
200, 200.34799999999981, 196.40999999999997
210, 200.1739999999999, 195.84600000000003
220, 200.32071713147414, 195.2011952191235
230, 200.00000000000006, 194.3719999999999
240, 199.96400000000014, 193.8159999999999
250, 200.10400000000016, 193.3139999999999
260, 200.01207243460763, 193.32394366197195
270, 200.27744510978047, 193.34930139720558
280, 200.49098196392774, 193.5751503006012
290, 200.55, 194.01999999999984
300, 201.22600000000008, 194.4780000000001
310, 201.75150300601197, 194.7214428857714
320, 202.32599999999994, 194.91400000000002
330, 202.24103585657366, 194.97808764940248
340, 202.09200000000007, 195.0719999999999
350, 201.90999999999997, 194.96799999999985
360, 201.70799999999977, 194.68800000000007
370, 201.63326653306606, 194.62324649298588
380, 201.24351297405178, 194.51896207584818
390, 200.99800000000008, 194.41200000000006
400, 200.9578313253013, 194.5000000000001
410, 200.82071713147425, 194.2011952191234
420, 201.12449799196787, 194.04216867469884
430, 200.98393574297177, 193.88755020080322
440, 201.44311377245504, 193.9880239520959
450, 201.77154308617227, 193.98396793587173
460, 201.9440000000001, 193.71800000000013
470, 202.416, 193.5339999999999
480, 202.66265060240954, 193.44779116465858
490, 202.98999999999998, 193.14200000000008
500, 203.32135728542897, 192.90419161676644
510, 203.93975903614464, 192.80522088353405
520, 204.4760956175298, 192.41235059760973
530, 204.67735470941886, 192.05210420841675
540, 205.0520000000001, 192.194
550, 204.90781563126257, 191.67935871743487
560, 205.20000000000002, 190.97999999999985
570, 205.17330677290835, 190.15338645418328
580, 205.269076305221, 189.80923694779122
590, 205.64128256513035, 189.59719438877767
600, 205.92828685258942, 189.02788844621512
610, 206.24048096192368, 188.6733466933871
620, 206.35470941883787, 188.84168336673352
630, 206.59362549800812, 189.09561752988043
640, 206.75800000000032, 188.90799999999996
650, 206.7895791583165, 188.87374749498986
660, 206.50200000000004, 188.65600000000003
670, 206.13226452905806, 188.81963927855716
680, 205.683366733467, 189.03206412825642
690, 205.3187250996016, 189.00796812748987
700, 205.36600000000004, 189.02799999999996
710, 204.96400000000006, 189.3239999999998
720, 205.12048192771084, 189.3875502008031
730, 204.85657370517941, 189.75298804780874
740, 204.72144288577158, 190.4569138276553
750, 204.5309381237526, 191.3992015968063
760, 204.3667334669339, 191.5751503006012
770, 204.44000000000005, 191.69199999999998
780, 204.4969939879757, 191.74949899799597
790, 204.206, 191.96000000000004
800, 204.4720000000001, 191.79000000000016
810, 205.06412825651302, 191.75951903807635
820, 205.89820359281427, 191.90219560878245
830, 206.56400000000008, 191.84200000000013
840, 206.952, 192.08000000000004
850, 207.45200000000006, 192.38599999999988
860, 207.6713426853708, 192.36472945891754
870, 207.94400000000002, 192.42199999999985
880, 208.32669322709148, 192.28087649402383
890, 207.88400000000007, 192.41800000000006
900, 208.3992015968064, 192.8862275449102
910, 208.95991983967937, 193.3486973947897
920, 209.20080321285153, 193.5040160642569
930, 209.35470941883776, 193.69739478957914
940, 209.27200000000013, 193.782
950, 209.48000000000005, 194.51200000000023
960, 209.43574297188752, 194.88955823293188
970, 209.4609218436875, 195.63126252505003
980, 209.44288577154288, 195.6152304609219
990, 209.47504990019965, 195.60079840319364
1000, 209.30199999999996, 195.49199999999993
1010, 209.10179640718573, 194.99999999999986
1020, 209.09437751004015, 194.97389558232928
1030, 209.3193612774452, 195.0898203592815
1040, 208.95200000000008, 195.19400000000002
1050, 208.54183266932296, 195.03784860557772
1060, 208.132, 194.6279999999999
1070, 208.16000000000014, 194.93599999999992
1080, 207.88822355289403, 194.84630738522935
1090, 207.92799999999994, 194.61399999999992
1100, 207.90019960079832, 194.66866267465056
1110, 207.74800000000025, 194.34399999999982
1120, 207.70541082164348, 194.00601202404803
1130, 208.0318725099603, 193.8227091633467
1140, 208.55110220440895, 194.05010020040072
1150, 209.00399201596804, 194.0738522954092
1160, 210.10020040080164, 194.1963927855713
1170, 210.48000000000002, 194.23399999999998
1180, 210.53600000000003, 194.45399999999998
1190, 210.6299999999999, 194.90399999999994
1200, 211.158, 195.11600000000004
1210, 211.1379999999999, 195.0560000000001
1220, 211.24297188755023, 195.45983935742987
1230, 211.66933867735455, 195.2424849699398
1240, 211.9619238476956, 195.4028056112225
1250, 212.41716566866268, 195.16766467065895
1260, 212.95390781563137, 195.22444889779558
1270, 213.43600000000035, 195.1140000000001
1280, 213.73547094188376, 194.65731462925825
1290, 213.4609218436874, 194.5631262525051
1300, 213.82600000000033, 194.43399999999986
1310, 213.40681362725456, 194.21042084168343
1320, 213.30139720558876, 193.94610778443135
1330, 213.54618473895596, 194.21084337349382
1340, 213.394, 194.24
1350, 213.052, 194.34999999999982
1360, 212.9640718562873, 194.73453093812387
1370, 213.002, 195.06400000000002
1380, 212.76907630522103, 195.06024096385556
1390, 212.24151696606785, 195.35528942115758
1400, 211.89800000000002, 195.87799999999984
1410, 211.8525896414342, 196.2669322709164
1420, 211.4719999999999, 196.7000000000001
1430, 211.17635270541078, 196.70941883767543
1440, 211.12151394422307, 196.26095617529867
1450, 210.76953907815636, 196.49298597194394
1460, 210.89558232931722, 197.11847389558216
1470, 210.91799999999986, 197.46199999999988
1480, 210.90000000000012, 197.73600000000016
