t, x, y
0, 200, 200
10, 199.77011494252878, 202.64367816091956
20, 198.77777777777783, 202.47126436781605
30, 198.58287795992715, 202.448087431694
40, 198.43542435424345, 202.3302583025831
50, 198.52523364485987, 202.1327102803739
60, 198.78504672897182, 202.05794392523376
70, 200.81488549618325, 201.6354961832062
80, 203.5678776290634, 201.05736137667293
90, 205.87072243345995, 200.77186311787074
100, 208.59578544061304, 200.90996168582376
110, 210.99999999999991, 200.84220532319392
120, 212.3434535104364, 200.85578747628085
130, 213.15799614643547, 200.89788053949894
140, 213.60928433268867, 200.9342359767891
150, 214.030888030888, 201.48841698841684
160, 214.48176583493267, 201.8598848368524
170, 215.28653846153836, 202.81923076923087
180, 216.8463035019454, 203.8132295719843
190, 218.75936883629188, 204.3313609467454
200, 219.59719438877747, 205.1603206412825
210, 220.1940000000001, 205.58800000000002
220, 220.47094188376767, 206.16232464929845
230, 220.63727454909804, 206.24849699398794
240, 220.59680638722554, 206.25149700598809
250, 220.43027888446218, 206.37649402390446
260, 220.49502982107384, 206.43737574552677
270, 220.61277445109752, 206.56686626746512
280, 220.17165668662665, 206.8782435129741
290, 219.70658682634732, 207.32734530938112
300, 219.73253493013968, 207.40319361277437
310, 219.42400000000004, 207.61799999999982
320, 218.73000000000002, 207.9859999999999
330, 217.3499999999999, 208.394
340, 216.31000000000006, 209.166
350, 215.21073558648106, 210.23061630218677
360, 214.05776892430265, 211.08964143426297
370, 213.17928286852583, 211.94621513944216
380, 211.84313725490196, 213.01372549019612
390, 210.68577075098798, 214.05335968379455
400, 209.2326043737574, 215.26838966202763
410, 208.13214990138064, 216.50887573964502
420, 207.17843137254917, 217.54117647058823
430, 206.47254901960787, 218.30392156862737
440, 205.80859375000023, 219.00585937499994
450, 205.11287128712868, 219.48514851485143
460, 203.9067460317458, 220.3392857142855
470, 201.8821292775667, 222.05893536121678
480, 199.96030245746707, 223.64083175803398
490, 198.13117870722425, 225.17490494296572
500, 196.63377609108161, 226.46299810246668
510, 195.10898661567882, 227.53537284894827
520, 193.77862595419845, 228.12595419847327
530, 192.4228571428571, 228.4990476190477
540, 191.3510436432637, 228.77419354838707
550, 190.16634799235192, 229.2466539196942
560, 188.512380952381, 229.36571428571432
570, 187.21564885496193, 229.3187022900764
580, 185.0289575289575, 229.83011583011591
590, 183.22368421052641, 230.16165413533838
600, 180.77099236641243, 230.47709923664138
610, 179.4256120527307, 230.57815442561207
620, 178.18975332068322, 230.79506641366206
630, 177.0796963946871, 231.13662239089186
640, 175.81121495327122, 231.11028037383173
650, 174.85028790786964, 231.3282149712093
660, 174.1972920696325, 231.2630560928435
670, 173.39768339768344, 231.50772200772204
680, 171.52681992337142, 231.63409961685835
690, 169.56238003838777, 231.8502879078695
700, 167.61904761904756, 232.16380952380945
710, 166.01149425287335, 232.6973180076628
720, 164.17307692307696, 233.4057692307694
730, 162.4285714285714, 233.9942857142857
740, 161.37689393939397, 234.83522727272725
750, 160.89265536723173, 235.5047080979284
760, 160.31878557874745, 236.1650853889943
770, 159.72796934865892, 237.11111111111103
780, 159.3728489483749, 238.17208413001893
790, 159.22692307692301, 239.96730769230768
