t, x, y
0, 200, 200
10, 202.08556149732615, 198.77540106951878
20, 202.36257309941516, 198.51461988304112
30, 202.66485507246375, 198.95652173913058
40, 202.6678966789669, 199.7601476014759
50, 202.08395522388054, 200.9384328358208
60, 201.01119402985083, 202.93283582089538
70, 199.53030303030323, 205.55871212121207
80, 198.59546313799626, 208.22873345935724
90, 197.63479923518187, 210.16826003824104
100, 197.32190476190485, 212.10095238095246
110, 196.5787476280837, 213.9525616698293
120, 195.9070208728652, 215.74762808349143
130, 195.09659090909088, 218.05492424242428
140, 194.933962264151, 220.28867924528302
150, 195.0888468809073, 222.58979206049136
160, 195.16159695817495, 223.9182509505703
170, 194.85904761904743, 224.80571428571434
180, 194.4521072796934, 226.1302681992339
190, 193.68750000000003, 227.4318181818182
200, 192.90666666666687, 228.9866666666666
210, 192.32765151515142, 230.92992424242428
220, 191.68549905838046, 232.21092278719408
230, 191.22537878787875, 233.05113636363635
240, 191.15204678362568, 234.34307992202739
250, 190.93346007604572, 235.787072243346
260, 190.79223300970875, 236.54174757281547
270, 190.02348336594892, 237.26223091976502
280, 188.8910133843212, 238.1567877629061
290, 187.4990328820117, 238.8742746615088
300, 185.6885880077368, 239.09090909090918
310, 183.18785578747634, 239.77039848197344
320, 181.3790476190474, 240.28761904761905
330, 178.96755725190832, 240.57251908396964
340, 177.4094339622641, 241.3698113207549
350, 176.41984732824434, 242.58969465648843
360, 175.28598484848496, 243.92234848484838
370, 174.27410207939494, 245.03780718336483
380, 173.10496183206126, 246.76145038167942
390, 171.7509505703425, 248.5817490494297
400, 170.61058601134215, 250.26086956521732
410, 169.60952380952372, 251.2495238095237
420, 168.66794625719763, 251.82725527831076
430, 167.3919694072657, 252.26386233269614
440, 166.36914062500006, 253.1718749999998
450, 165.03468208092494, 254.10404624277447
460, 163.05984555984546, 254.3783783783783
470, 161.06679389312976, 254.99427480916034
480, 159.72053231939148, 255.54942965779475
490, 158.37240075614343, 256.97353497164494
500, 156.9580152671755, 257.72328244274803
510, 155.4174573055029, 258.22011385199255
520, 154.15930902111316, 259.2456813819581
530, 152.92380952380967, 260.5238095238097
540, 151.0869565217392, 262.05293005671075
550, 148.20715630885135, 263.1280602636538
560, 146.21212121212108, 263.4886363636364
570, 144.13193116634815, 263.12045889101336
580, 142.76836158192094, 262.60828625235376
590, 142.12903225806457, 262.5407969639469
600, 141.2876447876448, 262.2548262548261
610, 139.3088803088804, 260.97876447876445
620, 137.2514395393473, 259.3090211132437
630, 135.0290135396519, 257.43326885880066
640, 133.47206165703295, 256.16570327552984
650, 132.1749049429658, 254.4866920152091
660, 130.3537284894837, 252.36137667304007
670, 129.18595825426956, 251.04174573055036
680, 127.45523809523807, 249.96190476190483
690, 125.53030303030302, 247.66856060606062
700, 123.96380952380953, 245.80380952380938
710, 122.37689393939387, 244.5075757575759
720, 120.45833333333331, 243.08522727272708
730, 118.8728652751424, 241.46110056925986
740, 117.74291115311911, 239.750472589792
750, 116.88952380952377, 238.1199999999999
760, 115.62857142857146, 236.42476190476208
770, 114.60000000000008, 235.1009523809524
780, 113.40530303030303, 233.8768939393941
790, 111.7965451055663, 233.1842610364683
800, 110.82196969696962, 232.43181818181822
810, 109.91115311909263, 231.0018903591682
820, 109.33459357277889, 230.07561436672972
830, 108.78260869565216, 228.7939508506616
840, 108.23428571428569, 226.94666666666663
850, 107.46299810246687, 225.32258064516128
860, 106.33714285714275, 224.2171428571428
870, 105.03225806451613, 223.28083491461092
880, 103.22243346007606, 221.92585551330802
890, 101.11406844106465, 221.28517110266154
900, 99.1409266409268, 220.6216216216215
910, 96.88301886792446, 219.8867924528301
920, 95.26045627376422, 218.8802281368821
930, 94.3904761904762, 217.72952380952378
940, 93.80343511450378, 216.43320610687033
950, 93.18390804597708, 214.76053639846745
960, 92.38095238095244, 212.46285714285693
970, 91.62808349146107, 210.23339658444013
980, 91.59582542694501, 208.29981024667936
990, 91.56792452830182, 206.84905660377376
1000, 91.49621212121215, 205.44696969696966
1010, 91.48479087452485, 204.27756653992404
1020, 91.52354048964216, 203.0207156308853
1030, 91.632183908046, 201.22605363984667
1040, 91.4461538461538, 199.72692307692296
1050, 90.67419962335214, 198.00941619585672
1060, 89.51619047619049, 195.99428571428572
1070, 88.26526717557249, 194.32442748091617
1080, 87.2570888468809, 192.2684310018904
1090, 86.06591337099808, 190.4670433145009
1100, 85.18750000000001, 189.19886363636363
1110, 84.1184210526316, 188.09022556390963
1120, 83.30245746691877, 187.19659735349722
1130, 82.88588007736944, 186.03868471953572
1140, 83.00000000000001, 184.61259541984725
1150, 83.43678160919535, 183.30842911877392
1160, 83.4834307992203, 181.53801169590645
1170, 83.35384615384613, 180.03653846153856
1180, 82.9083820662768, 178.65497076023397
1190, 82.36973180076622, 177.4176245210729
1200, 81.66984732824426, 176.44847328244276
1210, 80.41873804971328, 175.6328871892926
1220, 79.36781609195403, 174.95210727969342
1230, 78.98473282442747, 173.82824427480935
1240, 78.78053435114508, 172.8416030534352
1250, 77.78143133462282, 172.60735009671183
1260, 76.99206349206352, 172.2539682539684
1270, 76.38339920948623, 171.93478260869557
1280, 75.52380952380958, 171.72817460317466
1290, 75.38800000000003, 171.0140000000001
1300, 75.00990099009906, 169.84554455445542
1310, 74.5349301397206, 169.31736526946113
1320, 73.23762376237624, 168.8198019801979
1330, 71.91485148514856, 168.11683168316836
